campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos2PtsTimeCasa,acertos3PtsTimeCasa,acertosTotaisTimeCasa,LancesLivresCertosTimeCasa,rebotesDefensivosTimeCasa,rebotesOfensivosTimeCasa,rebotesTotaisTimeCasa,assistsTimeCasa,RoubadasTimeCasa,ErrosTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,ArremessosTotaisTimeCasa,timeFora,pontosTimeFora,acertos2PtsTimeFora,acertos3PtsTimeFora,acertosTotaisTimeFora,LancesLivresCertosTimeFora,rebotesDefensivosTimeFora,rebotesOfensivosTimeFora,rebotesTotaisTimeFora,assistsTimeFora,RoubadasTimeFora,ErrosTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora,ArremessosTotaisTimeFora
2020/2021,1º TURNO,Paulistano,78,13,14,27,10,31,12,43,22,3,14,0,12,93,24,39,13,63,Fortaleza B. C.,73,18,12,30,1,24,11,35,11,7,9,1,17,75,38,34,2,72
2020/2021,1º TURNO,Pato Basquete,75,17,9,26,14,21,12,33,14,7,9,2,25,72,47,22,21,69,Corinthians,80,23,7,30,13,34,13,47,16,3,17,1,21,93,34,28,18,62
2020/2021,1º TURNO,VipTech CMB,92,22,11,33,15,28,15,43,20,11,8,0,21,107,43,32,24,75,Mogi,86,22,9,31,15,29,7,36,22,7,15,4,20,101,39,24,22,63
2020/2021,1º TURNO,São Paulo,78,23,5,28,17,33,13,46,16,10,16,2,14,97,44,23,17,67,Paulistano,64,10,13,23,5,25,13,38,15,8,16,1,17,61,27,40,10,67
2020/2021,1º TURNO,Sesi Franca,82,19,8,27,20,23,4,27,20,4,13,3,25,90,37,18,25,55,Bauru,89,18,10,28,23,25,8,33,17,8,13,1,19,100,30,29,27,59
2020/2021,1º TURNO,Mogi,74,20,7,27,13,35,7,42,17,7,20,5,15,87,32,27,19,59,Pinheiros,68,21,7,28,5,29,10,39,19,8,15,2,19,72,42,30,10,72
2020/2021,1º TURNO,Corinthians,83,26,7,33,10,31,4,35,18,11,12,3,28,100,47,22,12,69,Flamengo,69,19,3,22,22,32,13,45,14,10,16,0,20,71,34,30,31,64
2020/2021,1º TURNO,VipTech CMB,94,27,11,38,7,26,15,41,22,12,12,0,19,114,44,32,12,76,BRB/Brasília,78,16,12,28,10,25,7,32,16,6,17,1,17,79,27,31,17,58
2020/2021,1º TURNO,Bauru,79,15,14,29,7,34,7,41,17,6,15,3,19,93,27,38,9,65,São Paulo,68,15,9,24,11,27,10,37,12,7,12,5,13,66,31,33,22,64
2020/2021,1º TURNO,Paulistano,87,20,12,32,11,27,13,40,17,8,13,1,18,92,42,36,13,78,Sesi Franca,85,28,6,34,11,31,6,37,18,5,12,3,17,99,49,19,14,68
2020/2021,1º TURNO,Flamengo,87,17,14,31,11,33,10,43,25,4,5,0,17,115,29,33,19,62,Mogi,56,12,7,19,11,26,18,44,12,4,9,3,18,54,42,25,19,67
2020/2021,1º TURNO,Fortaleza B. C.,92,17,16,33,10,27,5,32,13,8,8,1,14,105,33,31,12,64,São Paulo,85,15,15,30,10,26,11,37,22,6,11,2,16,102,33,34,12,67
2020/2021,1º TURNO,Minas,89,17,13,30,16,23,10,33,22,7,13,1,17,107,34,27,17,61,Sesi Franca,82,18,11,29,13,20,2,22,13,5,12,0,17,84,23,31,14,54
2020/2021,1º TURNO,UNIFACISA,72,18,7,25,15,23,5,28,11,8,15,1,20,69,33,26,17,59,Pinheiros,84,21,10,31,12,30,9,39,19,6,15,1,16,101,41,21,14,62
2020/2021,1º TURNO,Flamengo,80,19,7,26,21,29,14,43,14,4,11,3,19,87,41,25,27,66,KTO/Caxias do Sul,76,17,10,27,12,29,14,43,13,6,13,1,25,81,35,32,17,67
2020/2021,1º TURNO,Pato Basquete,79,15,11,26,16,27,7,34,12,12,11,3,21,92,31,25,23,56,Cerrado Basquete,68,19,7,26,9,25,13,38,16,5,16,2,23,70,40,23,15,63
2020/2021,1º TURNO,Sesi Franca,98,18,18,36,8,28,6,34,26,5,14,4,19,118,30,37,12,67,Fortaleza B. C.,81,21,7,28,18,25,10,35,14,9,13,2,17,87,40,23,24,63
2020/2021,1º TURNO,São Paulo,77,17,7,24,22,31,7,38,13,8,13,4,17,94,28,26,25,54,UNIFACISA,65,17,7,24,10,24,12,36,21,7,13,0,21,70,37,30,13,67
2020/2021,1º TURNO,Pinheiros,76,15,8,23,22,22,11,33,15,11,12,3,24,76,37,28,30,65,Minas,84,11,13,24,23,34,10,44,15,6,20,4,23,100,28,28,24,56
2020/2021,1º TURNO,Cerrado Basquete,67,18,7,25,10,25,11,36,13,3,11,1,19,63,42,18,21,60,Flamengo,87,22,11,33,10,28,11,39,19,5,10,0,23,100,31,36,16,67
2020/2021,1º TURNO,BRB/Brasília,98,17,15,32,19,32,18,50,19,9,20,3,30,103,37,37,33,74,Pato Basquete,104,29,8,37,22,33,14,47,22,12,16,3,28,120,46,31,34,77
2020/2021,1º TURNO,São Paulo,91,15,16,31,13,23,8,31,18,4,11,2,16,105,28,29,17,57,Cerrado Basquete,83,22,11,33,6,20,10,30,17,4,9,1,18,90,40,25,10,65
2020/2021,1º TURNO,Fortaleza B. C.,79,27,3,30,16,31,10,41,19,20,17,4,20,101,49,21,21,70,Pinheiros,62,15,7,22,11,32,15,47,17,8,25,4,18,60,37,28,21,65
2020/2021,1º TURNO,Minas,96,20,12,32,20,20,11,31,22,6,9,2,23,111,39,26,24,65,São Paulo,92,23,8,31,22,25,10,35,11,6,11,2,21,105,40,21,22,61
2020/2021,1º TURNO,UNIFACISA,92,18,12,30,20,29,12,41,16,8,14,1,21,103,33,33,25,66,Sesi Franca,85,15,13,28,16,25,8,33,16,5,14,4,19,88,34,28,23,62
2020/2021,1º TURNO,BRB/Brasília,74,18,11,29,5,25,7,32,21,4,18,1,13,74,34,34,6,68,Flamengo,103,22,16,38,11,31,12,43,32,13,12,2,8,142,31,44,13,75
2020/2021,1º TURNO,Mogi,74,16,9,25,15,26,7,33,18,5,14,1,21,78,34,26,19,60,Minas,80,20,8,28,16,28,16,44,17,6,12,1,20,92,38,29,21,67
2020/2021,1º TURNO,Paulistano,103,24,14,38,13,33,18,51,21,6,10,4,21,120,43,42,21,85,VipTech CMB,101,21,16,37,11,30,15,45,23,2,11,2,21,112,46,37,15,83
2020/2021,1º TURNO,VipTech CMB,75,22,5,27,16,25,15,40,19,5,12,0,17,86,42,24,18,66,Bauru,88,21,12,33,10,26,7,33,17,7,9,1,19,101,32,33,14,65
2020/2021,1º TURNO,Sesi Franca,84,20,8,28,20,17,12,29,25,7,8,1,24,98,34,28,26,62,KTO/Caxias do Sul,81,25,5,30,16,24,9,33,12,5,15,1,26,86,32,24,21,56
2020/2021,1º TURNO,Fortaleza B. C.,85,23,9,32,12,22,3,25,17,8,12,3,19,94,36,25,15,61,Mogi,88,15,14,29,16,25,11,36,26,8,17,3,20,110,32,29,18,61
2020/2021,1º TURNO,Sesi Franca,90,20,13,33,11,38,9,47,29,6,18,6,22,118,40,33,13,73,BRB/Brasília,93,17,15,32,14,31,8,39,22,10,11,3,20,106,36,42,18,78
2020/2021,1º TURNO,KTO/Caxias do Sul,89,24,9,33,14,18,12,30,17,4,11,0,25,88,42,29,17,71,São Paulo,109,24,13,37,22,26,6,32,26,8,10,1,18,137,37,24,27,61
2020/2021,1º TURNO,Pinheiros,80,14,14,28,10,30,12,42,17,6,11,4,18,90,41,29,16,70,Cerrado Basquete,77,15,11,26,14,33,10,43,17,6,13,3,19,88,34,29,22,63
2020/2021,1º TURNO,Paulistano,75,19,9,28,10,25,13,38,14,6,13,1,15,76,40,27,16,67,Pato Basquete,68,18,8,26,8,25,8,33,16,7,18,3,16,73,39,19,12,58
2020/2021,1º TURNO,Bauru,73,17,9,26,12,24,13,37,12,6,12,0,16,74,34,29,17,63,Flamengo,90,17,15,32,11,26,8,34,20,4,10,1,17,105,29,35,13,64
2020/2021,1º TURNO,BRB/Brasília,80,17,11,28,13,29,10,39,18,4,16,0,14,78,40,31,17,71,São Paulo,104,32,10,42,10,34,8,42,25,12,9,2,15,139,43,36,10,79
2020/2021,1º TURNO,Pinheiros,79,18,9,27,16,23,10,33,15,10,15,1,24,87,30,27,22,57,KTO/Caxias do Sul,72,16,8,24,16,23,5,28,14,10,20,1,22,73,32,17,23,49
2020/2021,1º TURNO,Mogi,98,24,10,34,20,32,9,41,23,6,6,4,19,119,49,25,27,74,UNIFACISA,91,20,14,34,9,36,7,43,13,1,12,3,28,96,39,33,14,72
2020/2021,1º TURNO,Flamengo,104,15,19,34,17,29,11,40,23,5,11,3,14,128,25,41,21,66,Paulistano,76,17,11,28,9,22,15,37,15,5,11,1,22,76,48,27,9,75
2020/2021,1º TURNO,UNIFACISA,94,27,10,37,10,26,12,38,17,10,11,2,14,118,46,21,12,67,Corinthians,74,15,12,27,8,18,6,24,12,8,14,2,16,72,27,31,11,58
2020/2021,1º TURNO,Pato Basquete,80,17,11,28,13,27,14,41,19,5,12,4,15,94,35,30,19,65,Bauru,79,19,10,29,11,24,3,27,17,10,9,0,18,90,31,27,16,58
2020/2021,1º TURNO,São Paulo,80,18,11,29,11,31,6,37,18,8,7,2,14,99,35,32,12,67,Flamengo,68,12,11,23,11,32,11,43,14,3,14,0,16,69,28,38,13,66
2020/2021,1º TURNO,Bauru,81,20,10,30,11,23,7,30,22,11,14,3,21,101,34,26,13,60,Paulistano,62,13,9,22,9,23,16,39,16,5,22,0,18,57,32,30,12,62
2020/2021,1º TURNO,Sesi Franca,95,23,11,34,16,36,14,50,29,13,13,1,20,133,40,33,19,73,VipTech CMB,58,11,9,20,9,25,13,38,11,6,19,1,18,41,27,37,19,64
2020/2021,1º TURNO,Pinheiros,85,19,10,29,17,27,15,42,19,6,18,2,21,90,41,28,23,69,Pato Basquete,77,22,5,27,18,28,13,41,14,13,19,6,22,88,49,17,23,66
2020/2021,1º TURNO,KTO/Caxias do Sul,65,19,6,25,9,17,8,25,8,6,14,1,16,52,38,21,14,59,UNIFACISA,90,25,11,36,7,29,11,40,15,8,14,0,18,107,38,26,11,64
2020/2021,1º TURNO,Bauru,82,15,12,27,16,28,9,37,18,11,11,0,20,98,33,26,23,59,Corinthians,67,16,7,23,14,25,9,34,15,8,14,2,20,70,36,25,18,61
2020/2021,1º TURNO,Minas,97,22,12,34,17,33,14,47,22,7,11,3,20,123,39,34,20,73,Cerrado Basquete,77,20,8,28,13,25,3,28,13,6,10,1,16,75,36,24,21,60
2020/2021,1º TURNO,Fortaleza B. C.,71,14,9,23,16,29,11,40,15,7,17,5,23,77,39,24,20,63,BRB/Brasília,63,16,7,23,10,30,13,43,12,6,19,5,18,63,31,31,18,62
2020/2021,1º TURNO,Flamengo,93,13,18,31,13,35,19,54,19,7,7,1,18,116,28,50,17,78,Sesi Franca,62,23,2,25,10,28,13,41,16,4,11,2,19,63,53,18,15,71
2020/2021,1º TURNO,Cerrado Basquete,73,18,7,25,16,35,14,49,12,5,13,2,23,84,35,28,22,63,Fortaleza B. C.,75,21,6,27,15,29,9,38,7,7,6,3,23,75,48,19,24,67
2020/2021,1º TURNO,Pato Basquete,71,25,4,29,9,24,11,35,9,6,14,0,19,69,44,17,15,61,São Paulo,80,20,10,30,10,23,15,38,10,10,12,6,16,92,38,29,13,67
2020/2021,1º TURNO,VipTech CMB,79,18,10,28,13,35,7,42,19,10,14,0,21,94,37,25,21,62,Pinheiros,66,16,7,23,13,27,11,38,16,7,16,2,22,62,41,21,25,62
2020/2021,1º TURNO,Paulistano,69,19,7,26,10,34,12,46,20,9,12,1,22,87,40,26,16,66,Mogi,62,11,8,19,16,32,8,40,17,7,15,0,21,67,26,29,24,55
2020/2021,1º TURNO,UNIFACISA,91,28,9,37,8,26,12,38,15,7,13,2,25,105,44,25,11,69,BRB/Brasília,74,12,9,21,23,20,20,40,13,4,14,1,12,66,32,36,28,68
2020/2021,1º TURNO,São Paulo,92,19,13,32,15,31,11,42,24,7,9,5,17,114,37,30,27,67,VipTech CMB,79,17,12,29,9,26,9,35,14,2,9,2,23,79,35,33,14,68
2020/2021,1º TURNO,KTO/Caxias do Sul,63,10,8,18,19,21,10,31,8,2,17,1,30,43,29,25,28,54,Minas,94,18,11,29,25,27,15,42,21,7,12,3,24,113,38,27,31,65
2020/2021,1º TURNO,Pinheiros,62,16,9,25,3,23,4,27,15,8,17,5,17,58,39,25,6,64,Flamengo,95,18,15,33,14,36,18,54,22,11,15,1,11,119,40,37,19,77
2020/2021,1º TURNO,Fortaleza B. C.,85,18,8,26,25,31,6,37,11,7,15,5,24,92,31,24,34,55,KTO/Caxias do Sul,78,16,9,25,19,28,12,40,13,6,11,0,30,76,34,32,28,66
2020/2021,1º TURNO,Minas,105,28,7,35,28,27,13,40,21,9,20,1,27,118,45,25,31,70,BRB/Brasília,100,13,16,29,26,22,10,32,15,8,20,1,28,93,26,39,33,65
2020/2021,1º TURNO,Cerrado Basquete,67,19,6,25,11,29,15,44,14,5,16,3,23,71,42,25,15,67,UNIFACISA,75,18,8,26,15,29,14,43,19,7,14,3,20,88,42,24,20,66
2020/2021,1º TURNO,Corinthians,81,17,9,26,20,24,12,36,15,8,13,1,17,85,32,31,26,63,Mogi,87,23,10,33,11,26,11,37,25,7,13,2,23,107,38,28,16,66
2020/2021,1º TURNO,Mogi,81,11,15,26,14,27,4,31,18,5,13,2,20,96,25,28,15,53,Cerrado Basquete,75,19,7,26,16,24,9,33,22,6,9,0,20,87,38,21,23,59
2020/2021,1º TURNO,Cerrado Basquete,67,14,8,22,15,24,10,34,13,10,13,1,23,77,29,26,17,55,KTO/Caxias do Sul,63,18,4,22,15,23,12,35,14,8,15,1,18,67,38,16,22,54
2020/2021,1º TURNO,Brasília,71,15,8,23,17,29,7,36,15,1,9,2,21,73,41,20,22,61,Corinthians,85,16,11,27,20,33,10,43,18,5,9,2,21,102,31,35,23,66
2020/2021,1º TURNO,Flamengo,105,14,18,32,23,32,8,40,26,8,6,5,20,141,21,43,28,64,Pato Basquete,70,17,8,25,12,28,16,44,14,4,13,1,28,70,52,21,14,73
2020/2021,1º TURNO,KTO/Caxias do Sul,62,19,7,26,3,24,8,32,15,4,12,2,19,60,41,24,7,65,Paulistano,86,23,9,32,13,32,10,42,19,6,8,3,14,112,39,27,15,66
2020/2021,1º TURNO,Brasília,84,20,10,30,14,25,6,31,20,6,14,2,16,98,31,23,21,54,Pinheiros,78,17,11,28,11,19,11,30,20,8,14,0,22,82,37,27,15,64
2020/2021,1º TURNO,Minas,108,23,13,36,23,30,11,41,25,5,12,5,23,138,39,27,27,66,UNIFACISA,99,27,10,37,15,20,12,32,21,8,7,1,22,108,54,25,19,79
2020/2021,1º TURNO,São Paulo,90,17,13,30,17,22,10,32,16,7,14,0,21,93,32,33,20,65,Sesi Franca,96,18,14,32,18,26,9,35,18,5,12,2,19,111,33,30,20,63
2020/2021,1º TURNO,Flamengo,78,22,7,29,13,35,14,49,19,11,20,2,10,100,39,27,15,66,VipTech CMB,63,11,13,24,2,24,5,29,18,10,16,4,19,65,36,30,3,66
2020/2021,1º TURNO,Paulistano,72,20,6,26,14,29,9,38,16,9,15,4,15,95,35,19,15,54,Cerrado Basquete,61,19,5,24,8,18,18,36,11,12,12,2,16,61,48,21,12,69
2020/2021,1º TURNO,Bauru,74,19,6,25,18,32,14,46,18,9,10,1,21,99,42,19,21,61,KTO/Caxias do Sul,54,15,4,19,12,24,8,32,10,3,14,2,19,43,31,22,22,53
2020/2021,1º TURNO,Pinheiros,73,22,7,29,8,26,11,37,19,3,17,2,20,74,49,18,13,67,São Paulo,100,28,11,39,11,29,10,39,19,9,11,5,15,122,50,25,14,75
2020/2021,1º TURNO,Pato Basquete,85,22,8,30,17,33,14,47,19,8,17,2,20,99,47,21,24,68,UNIFACISA,76,17,8,25,18,26,14,40,16,11,13,3,18,79,44,24,29,68
2020/2021,1º TURNO,Sesi Franca,94,24,10,34,16,24,12,36,24,5,15,2,15,110,39,28,19,67,Mogi,82,18,13,31,7,22,13,35,16,10,17,1,24,88,35,34,8,69
2020/2021,1º TURNO,Cerrado Basquete,81,18,11,29,12,24,8,32,13,3,14,3,18,82,31,29,17,60,Bauru,83,28,5,33,12,23,12,35,16,9,9,2,20,97,46,20,18,66
2020/2021,1º TURNO,Paulistano,75,19,8,27,13,27,9,36,15,7,10,2,20,85,39,26,15,65,Corinthians,74,16,8,24,18,30,10,40,17,4,13,4,22,87,39,21,21,60
2020/2021,1º TURNO,KTO/Caxias do Sul,84,18,12,30,12,28,13,41,19,9,14,3,20,107,37,24,16,61,Brasília,69,19,6,25,13,22,10,32,15,6,12,4,16,75,38,22,17,60
2020/2021,1º TURNO,UNIFACISA,69,23,4,27,11,34,8,42,16,5,17,1,19,81,39,23,11,62,Fortaleza B. C.,67,20,7,27,6,27,8,35,14,7,11,3,16,69,44,25,10,69
2020/2021,1º TURNO,Mogi,75,17,11,28,8,27,12,39,22,5,21,2,20,81,36,32,9,68,São Paulo,112,19,17,36,23,29,5,34,16,9,6,2,15,131,32,36,27,68
2020/2021,1º TURNO,Corinthians,76,17,11,28,9,25,5,30,20,8,19,5,20,86,28,31,12,59,Pinheiros,74,21,6,27,14,27,13,40,17,3,19,0,20,74,53,12,17,65
2020/2021,1º TURNO,Bauru,93,22,12,34,13,28,9,37,21,8,13,0,25,110,39,30,14,69,Brasília,70,14,8,22,18,25,8,33,12,5,20,0,12,58,31,22,29,53
2020/2021,1º TURNO,Flamengo,86,22,10,32,12,32,14,46,18,6,16,2,20,100,36,33,17,69,UNIFACISA,79,18,10,28,13,23,13,36,16,12,11,1,24,84,41,31,18,72
2020/2021,1º TURNO,Sesi Franca,80,18,8,26,20,36,9,45,19,7,15,3,23,104,35,23,23,58,Pinheiros,60,19,3,22,13,24,14,38,14,9,13,1,23,57,49,21,17,70
2020/2021,1º TURNO,Cerrado Basquete,79,16,10,26,17,21,11,32,14,5,15,3,22,82,33,28,18,61,Sesi Franca,86,18,9,27,23,22,11,33,16,10,11,6,16,104,40,19,27,59
2020/2021,1º TURNO,Brasília,57,13,8,21,7,26,5,31,16,2,13,3,13,58,33,24,9,57,Paulistano,73,14,11,25,12,31,15,46,17,6,10,2,17,91,38,28,14,66
2020/2021,1º TURNO,Pato Basquete,69,15,6,21,21,20,15,35,12,6,11,2,23,60,42,22,31,64,Fortaleza B. C.,76,18,9,27,13,31,13,44,17,6,19,2,26,90,35,24,17,59
2020/2021,1º TURNO,São Paulo,107,23,16,39,13,36,6,42,23,9,10,3,16,146,31,33,16,64,Corinthians,61,16,7,23,8,19,7,26,16,5,15,1,19,50,39,25,11,64
2020/2021,1º TURNO,VipTech CMB,54,19,3,22,7,24,15,39,14,3,16,0,21,46,39,25,13,64,Minas,90,24,10,34,12,29,11,40,17,10,9,1,16,111,41,24,19,65
2020/2021,1º TURNO,Mogi,85,22,9,31,14,20,6,26,21,7,16,3,25,90,35,23,23,58,Bauru,90,19,11,30,19,22,13,35,15,12,16,1,24,101,37,25,23,62
2020/2021,1º TURNO,Minas,76,16,10,26,14,37,8,45,19,8,20,3,25,100,24,28,19,52,Pato Basquete,54,9,8,17,12,17,8,25,10,7,12,1,21,32,28,32,22,60
2020/2021,1º TURNO,Fortaleza B. C.,69,23,6,29,5,32,8,40,20,6,14,4,22,80,46,26,7,72,Flamengo,82,15,11,26,19,34,14,48,18,9,13,3,11,99,29,40,24,69
2020/2021,1º TURNO,UNIFACISA,86,24,9,33,11,25,12,37,19,5,12,1,20,96,43,27,14,70,VipTech CMB,88,22,11,33,11,28,10,38,22,3,11,2,16,99,37,31,19,68
2020/2021,1º TURNO,Flamengo,102,21,14,35,18,33,11,44,29,5,11,3,16,129,33,35,28,68,Minas,68,21,7,28,5,26,6,32,21,7,14,2,21,71,44,22,12,66
2022/2023,QUARTAS,Sesi Franca,100,18,16,34,16,32,6,38,20,4,16,3,21,114,35,28,22,63,UNIFACISA,78,15,14,29,6,23,9,32,17,11,13,2,20,80,37,33,12,70
2020/2021,1º TURNO,VipTech CMB,61,11,9,20,12,25,19,44,15,1,17,5,22,65,26,35,15,61,Fortaleza B. C.,74,22,6,28,12,23,14,37,18,6,7,4,18,88,42,21,21,63
2022/2023,QUARTAS,Flamengo,86,16,11,27,21,28,8,36,22,6,10,0,25,102,28,29,29,57,Bauru Basket,84,12,15,27,15,24,9,33,21,5,10,0,24,92,31,31,21,62
2022/2023,QUARTAS,São Paulo,85,18,9,27,22,27,10,37,19,6,10,0,19,92,36,30,28,66,Pinheiros,73,22,6,28,11,33,15,48,14,4,19,2,22,79,37,31,14,68
2022/2023,QUARTAS,Pinheiros,115,31,12,43,17,20,17,37,23,5,11,2,25,131,47,28,25,75,São Paulo,107,25,12,37,21,19,10,29,20,7,10,0,25,116,41,25,29,66
2022/2023,QUARTAS,123 Minas,68,20,5,25,13,24,5,29,17,1,14,5,20,72,33,23,16,56,Paulistano,83,28,6,34,9,26,16,42,20,8,7,2,20,100,50,24,17,74
2022/2023,QUARTAS,UNIFACISA,92,20,9,29,25,22,4,26,16,2,8,0,21,97,32,24,29,56,Sesi Franca,90,15,17,32,9,23,10,33,24,3,10,1,29,108,34,30,10,64
2022/2023,QUARTAS,Pinheiros,60,16,4,20,16,23,15,38,14,10,17,0,17,61,37,20,23,57,São Paulo,77,13,15,28,6,25,11,36,14,10,16,2,24,86,27,34,10,61
2022/2023,QUARTAS,Bauru Basket,91,26,12,38,3,20,6,26,23,8,10,2,21,106,38,31,6,69,Flamengo,80,14,14,28,10,24,12,36,18,2,20,2,16,84,26,33,13,59
2022/2023,QUARTAS,Paulistano,68,19,6,25,12,21,13,34,8,11,7,2,22,65,41,31,16,72,123 Minas,77,20,7,27,16,35,2,37,17,5,16,1,19,98,27,23,16,50
2022/2023,QUARTAS,UNIFACISA,73,19,9,28,8,24,5,29,15,3,6,1,22,72,39,27,13,66,Sesi Franca,86,15,14,29,14,35,5,40,14,4,10,1,19,102,29,29,18,58
2022/2023,OITAVAS,Corinthians,70,18,6,24,16,23,13,36,13,5,14,4,17,77,34,26,17,60,UNIFACISA,81,21,9,30,12,21,11,32,16,9,8,3,20,96,39,24,16,63
2022/2023,QUARTAS,Bauru Basket,76,16,9,25,17,19,6,25,9,11,13,4,20,74,32,29,19,61,Flamengo,85,18,11,29,16,29,7,36,16,8,23,1,23,96,30,23,19,53
2022/2023,OITAVAS,Bauru Basket,71,15,9,24,14,31,9,40,18,7,14,1,19,86,30,28,17,58,Oscar São José Basketball,66,13,9,22,13,25,10,35,14,7,16,2,20,65,32,25,21,57
2022/2023,QUARTAS,Sesi Franca,91,20,12,32,15,29,13,42,13,4,12,2,20,98,35,36,18,71,UNIFACISA,100,19,17,36,11,27,10,37,13,8,8,0,20,107,39,34,17,73
2022/2023,QUARTAS,Paulistano,80,18,8,26,20,30,11,41,15,5,10,1,22,89,43,25,21,68,123 Minas,76,19,8,27,14,30,4,34,16,5,11,2,21,88,35,24,16,59
2022/2023,QUARTAS,São Paulo,92,17,12,29,22,34,7,41,17,5,11,2,26,112,26,32,27,58,Pinheiros,77,13,10,23,21,25,19,44,13,7,9,2,25,77,45,26,30,71
2022/2023,QUARTAS,123 Minas,85,20,10,30,15,27,12,39,17,7,14,1,20,99,35,27,19,62,Paulistano,82,19,12,31,8,22,19,41,14,8,11,5,23,88,43,33,14,76
2022/2023,QUARTAS,Flamengo,90,14,18,32,8,35,9,44,22,3,16,4,14,120,25,31,11,56,Bauru Basket,58,16,6,22,8,16,8,24,9,11,8,2,18,50,35,27,14,62
2022/2023,OITAVAS,Paulistano,92,25,9,34,15,20,17,37,16,7,13,7,21,110,37,28,20,65,Pato Basquete,78,21,6,27,18,15,17,32,9,7,12,2,24,75,40,27,19,67
2022/2023,OITAVAS,Pinheiros,78,23,5,28,17,33,17,50,13,8,10,4,23,92,53,21,22,74,Caxias do Sul Basquete,60,14,5,19,17,31,6,37,14,5,18,7,24,59,37,19,26,56
2022/2023,2º TURNO,Corinthians,90,25,8,33,16,27,9,36,22,6,11,5,23,108,40,32,17,72,BRB/Brasília,73,16,6,22,23,29,13,42,15,5,18,2,22,76,42,19,27,61
2022/2023,OITAVAS,Paulistano,90,18,16,34,6,28,14,42,20,10,16,2,17,114,30,36,8,66,Pato Basquete,57,10,9,19,10,19,9,28,10,10,19,0,14,44,24,34,13,58
2022/2023,OITAVAS,Bauru Basket,79,18,10,28,13,20,12,32,22,11,14,0,21,92,33,29,17,62,Oscar São José Basketball,83,21,9,30,14,23,6,29,19,3,14,3,17,93,32,22,20,54
2022/2023,OITAVAS,UNIFACISA,95,27,9,36,14,31,7,38,15,4,11,1,23,113,37,26,16,63,Corinthians,77,16,10,26,15,21,9,30,14,7,12,2,17,77,36,25,21,61
2022/2023,OITAVAS,Caxias do Sul Basquete,59,18,6,24,5,24,13,37,8,6,12,1,18,49,40,31,8,71,Pinheiros,73,22,7,29,8,37,12,49,21,9,15,1,20,101,43,21,10,64
2022/2023,2º TURNO,Caxias do Sul Basquete,66,14,10,24,8,26,6,32,13,8,14,3,19,68,33,28,11,61,Fortaleza B. C.,77,18,11,29,8,31,4,35,16,10,14,0,18,92,37,22,10,59
2022/2023,OITAVAS,Pato Basquete,82,20,7,27,21,31,14,45,13,6,13,2,22,95,37,23,28,60,Paulistano,70,13,9,22,17,22,12,34,9,5,12,1,27,58,29,32,27,61
2022/2023,OITAVAS,Oscar São José Basketball,77,20,10,30,7,20,9,29,24,5,11,1,18,90,36,25,11,61,Bauru Basket,95,19,13,32,18,24,7,31,21,10,9,2,17,122,34,24,20,58
2022/2023,2º TURNO,São Paulo,95,27,10,37,11,38,6,44,21,10,12,0,9,126,38,30,12,68,Cerrado,64,14,11,25,3,24,10,34,16,5,14,2,10,59,31,41,4,72
2022/2023,2º TURNO,União Corinthians,91,23,10,33,15,44,11,55,25,4,8,3,19,117,37,37,27,74,Fortaleza B. C.,75,19,7,26,16,34,8,42,15,5,8,1,26,78,41,34,19,75
2022/2023,2º TURNO,Corinthians,78,21,8,29,12,35,6,41,17,4,12,4,18,95,36,25,17,61,Cerrado,66,20,6,26,8,29,13,42,15,8,12,1,16,70,38,32,14,70
2022/2023,2º TURNO,Paulistano,113,31,10,41,21,32,11,43,21,6,14,3,22,143,43,23,25,66,BRB/Brasília,71,18,5,23,20,18,8,26,14,7,17,0,23,59,39,24,22,63
2022/2023,2º TURNO,Rio Claro,80,18,9,27,17,30,9,39,22,7,14,1,19,87,37,31,24,68,Oscar São José Basketball,92,26,9,35,13,36,9,45,29,6,13,0,22,117,47,26,17,73
2022/2023,2º TURNO,Paulistano,99,22,13,35,16,41,11,52,21,3,14,6,22,136,36,25,21,61,São Paulo,57,15,5,20,12,14,14,28,10,7,8,0,20,37,39,31,19,70
2022/2023,2º TURNO,Sesi Franca,83,16,13,29,12,29,2,31,11,5,15,2,21,92,27,26,13,53,Flamengo,70,16,9,25,11,21,10,31,13,5,12,0,18,66,25,38,14,63
2022/2023,2º TURNO,Pato Basquete,98,24,12,36,14,25,11,36,18,12,11,4,21,121,35,32,19,67,Cerrado,91,19,12,31,17,21,6,27,13,10,15,2,15,96,30,30,20,60
2022/2023,2º TURNO,Bauru Basket,81,20,10,30,11,33,9,42,21,9,15,1,18,98,38,28,16,66,União Corinthians,61,17,7,24,6,29,11,40,17,7,20,2,17,60,32,31,14,63
2022/2023,2º TURNO,Bauru Basket,89,25,5,30,24,30,15,45,14,5,12,2,20,108,44,19,26,63,Caxias do Sul Basquete,69,14,10,24,11,20,3,23,11,5,12,1,22,59,25,28,20,53
