campeonatoAno,fase,timeCasa,pontosTimeCasa,acertos3PtsTimeCasa,acertos2PtsTimeCasa,acertosTotaisTimeCasa,LanceLivreTimeCasa,rebotesTimeCasa,assistsTimeCasa,RoubadasTimeCasa,TocosTimeCasa,FaltasTimeCasa,EficienciaTimeCasa,Arremessos2PtsTimeCasa,Arremessos3PtsTimeCasa,ArremessosLLTimeCasa,timeFora,pontosTimeFora,acertos3PtsTimeFora,acertos2PtsTimeFora,acertosTotaisTimeFora,LanceLivreTimeFora,rebotesTimeFora,assistsTimeFora,RoubadasTimeFora,TocosTimeFora,FaltasTimeFora,EficienciaTimeFora,Arremessos2PtsTimeFora,Arremessos3PtsTimeFora,ArremessosLLTimeFora
2021/2022,2º TURNO,Sesi Franca,97,12,21,33,19,35,17,5,3,15,116,27,27,23,Pato Basquete,80,11,20,31,7,26,21,11,1,19,90,33,36,9
2021/2022,2º TURNO,Rio Claro,75,5,22,27,16,45,14,7,2,20,91,43,22,19,Mogi,56,6,15,21,8,32,9,8,1,21,50,30,27,13
2021/2022,2º TURNO,123 Minas,91,10,25,35,11,38,20,7,5,17,109,41,29,17,Corinthians,88,11,21,32,13,41,18,1,1,20,93,44,28,15
2021/2022,2º TURNO,Mogi,70,8,17,25,12,38,21,5,2,17,75,35,30,17,123 Minas,73,4,25,29,11,35,15,9,1,20,86,36,22,15
2021/2022,2º TURNO,Cerrado Basquete,55,2,18,20,13,46,6,7,2,14,47,39,31,22,Luvix/União Corinthians,73,9,15,24,16,45,16,8,0,22,87,44,19,19
2021/2022,2º TURNO,UNIFACISA,92,15,18,33,11,43,17,12,1,22,119,30,39,13,Bauru,64,6,17,23,12,34,11,4,1,12,53,31,27,21
2021/2022,2º TURNO,Fortaleza B. C.,65,9,14,23,10,25,11,10,1,16,58,26,33,14,Pinheiros,81,10,23,33,5,52,17,6,1,14,96,39,32,9
2021/2022,2º TURNO,Rio Claro,79,8,20,28,15,30,14,8,2,22,88,37,19,17,Pato Basquete,65,10,13,23,9,30,10,2,1,20,55,30,23,13
2021/2022,2º TURNO,Cerrado Basquete,79,9,20,29,12,52,15,5,5,16,98,42,26,16,Caxias do Sul Basquete,61,4,22,26,5,29,19,4,4,20,63,45,19,11
2021/2022,2º TURNO,São Paulo,88,9,23,32,15,30,13,10,2,17,99,35,23,21,UNIFACISA,70,8,18,26,10,33,15,6,1,19,71,36,22,16
2021/2022,2º TURNO,Mogi,77,9,21,30,8,32,20,12,1,21,72,43,39,14,Flamengo,117,19,21,40,18,42,29,7,4,15,151,28,34,23
2021/2022,2º TURNO,BRB/Brasília,92,9,26,35,13,48,25,8,3,20,126,36,27,17,Luvix/União Corinthians,71,10,15,25,11,31,18,11,3,22,67,39,33,17
2021/2022,2º TURNO,UNIFACISA,87,11,18,29,18,31,10,4,1,20,88,28,32,24,Pinheiros,85,10,20,30,15,34,16,3,2,23,91,34,29,21
2021/2022,2º TURNO,BRB/Brasília,78,10,18,28,12,45,17,2,3,20,89,44,26,15,Caxias do Sul Basquete,79,8,20,28,15,32,22,6,5,16,98,43,18,19
2021/2022,2º TURNO,São Paulo,73,10,9,19,25,42,13,6,5,17,85,28,26,31,Fortaleza B. C.,62,6,18,24,8,40,9,8,4,23,62,42,26,11
2021/2022,2º TURNO,Luvix/União Corinthians,89,6,26,32,19,46,16,3,0,26,93,56,19,27,Sesi Franca,85,5,23,28,24,32,6,4,5,22,86,34,26,28
2021/2022,2º TURNO,Pato Basquete,70,10,13,23,14,32,7,2,1,23,62,32,30,17,123 Minas,101,16,20,36,13,40,16,5,1,17,124,34,29,19
2021/2022,2º TURNO,Bauru,74,6,22,28,12,46,18,3,3,12,91,44,21,19,Cerrado Basquete,68,7,22,29,3,42,13,6,3,17,77,45,33,3
2021/2022,2º TURNO,Corinthians,81,10,21,31,9,38,18,5,1,14,96,44,19,13,Paulistano,71,8,21,29,5,29,16,4,2,16,77,41,21,8
2021/2022,2º TURNO,Luvix/União Corinthians,84,5,23,28,23,44,12,2,1,28,83,42,20,39,Rio Claro,75,8,15,23,21,33,14,3,1,34,74,25,29,28
2021/2022,2º TURNO,Caxias do Sul Basquete,68,11,15,26,5,30,12,7,1,22,63,36,25,9,Sesi Franca,83,12,16,28,15,35,20,4,1,13,99,28,29,18
2021/2022,2º TURNO,Pato Basquete,87,17,15,32,6,29,15,7,1,23,92,28,38,8,Flamengo,93,11,20,31,20,34,16,3,0,14,104,33,28,20
2021/2022,2º TURNO,Pinheiros,88,13,20,33,9,47,20,15,2,14,111,44,32,13,Cerrado Basquete,70,10,15,25,10,37,14,9,2,17,73,32,31,13
2021/2022,2º TURNO,Bauru,96,15,22,37,7,38,22,6,2,25,114,36,38,10,BRB/Brasília,74,4,19,23,24,34,16,6,2,14,75,32,20,36
2021/2022,2º TURNO,Caxias do Sul Basquete,85,9,18,27,22,33,16,3,5,19,94,32,25,30,Rio Claro,77,9,16,25,18,35,15,5,0,26,79,35,27,19
2021/2022,2º TURNO,Pinheiros,107,16,18,34,23,42,19,15,4,25,119,40,38,29,BRB/Brasília,95,9,26,35,16,48,17,10,2,28,95,47,29,27
2021/2022,2º TURNO,123 Minas,97,16,19,35,11,40,19,7,6,20,110,32,31,22,Luvix/União Corinthians,82,8,20,28,18,33,17,13,5,20,90,44,26,23
2021/2022,2º TURNO,Corinthians,58,7,14,21,9,40,16,6,3,18,63,32,31,16,Pato Basquete,60,8,15,23,6,50,13,7,2,16,72,40,29,8
2021/2022,2º TURNO,Sesi Franca,104,19,17,36,13,38,20,3,2,16,128,23,39,18,Bauru,88,14,16,30,14,29,14,3,0,19,87,31,37,18
2021/2022,2º TURNO,Flamengo,90,16,18,34,6,52,30,10,1,9,125,34,38,10,Caxias do Sul Basquete,55,8,14,22,3,30,11,7,2,19,46,38,27,4
2021/2022,2º TURNO,Paulistano,69,6,20,26,11,39,12,10,4,19,75,39,24,17,Mogi,62,6,18,24,8,36,18,5,0,19,61,33,24,14
2021/2022,2º TURNO,Cerrado Basquete,86,11,22,33,9,32,19,4,2,19,92,37,35,10,São Paulo,84,13,17,30,11,37,17,3,3,16,91,28,33,17
2021/2022,2º TURNO,Sesi Franca,95,15,18,33,14,40,20,10,4,13,112,30,39,16,Pinheiros,80,7,22,29,15,28,18,13,3,10,91,38,23,17
2021/2022,2º TURNO,Rio Claro,76,3,27,30,13,40,7,7,2,24,70,45,26,18,Bauru,84,12,15,27,18,26,16,10,0,22,92,27,21,25
2021/2022,2º TURNO,123 Minas,83,9,24,33,8,46,19,10,3,13,111,39,27,11,Caxias do Sul Basquete,62,4,21,25,8,31,17,6,4,19,62,46,20,12
2021/2022,2º TURNO,UNIFACISA,95,20,12,32,11,38,21,4,3,20,113,27,38,15,Fortaleza B. C.,68,8,19,27,6,35,14,3,3,18,71,38,24,12
2021/2022,1º TURNO,São Paulo,86,11,21,32,11,36,18,6,0,14,97,40,24,17,Pato Basquete,77,16,11,27,7,34,16,4,7,20,82,24,38,14
2021/2022,2º TURNO,Corinthians,98,19,17,36,7,33,24,11,4,24,122,35,38,9,Mogi,75,9,15,24,18,42,24,5,2,15,81,33,26,28
2021/2022,2º TURNO,BRB/Brasília,86,14,20,34,4,51,20,4,1,20,100,48,31,8,São Paulo,90,12,21,33,12,32,15,7,2,16,100,35,32,18
2021/2022,2º TURNO,Rio Claro,84,3,26,29,23,34,10,12,2,21,91,37,22,32,Pinheiros,80,8,18,26,20,36,17,8,2,24,82,38,25,25
2021/2022,1º TURNO,Corinthians,74,9,18,27,11,51,16,4,3,18,88,36,30,15,Luvix/União Corinthians,63,7,16,23,10,40,18,10,4,18,66,46,30,19
2021/2022,1º TURNO,Cerrado Basquete,74,9,18,27,11,41,16,4,4,13,81,35,31,16,UNIFACISA,88,8,27,35,10,44,11,9,2,17,100,58,21,14
2021/2022,1º TURNO,Flamengo,103,15,24,39,10,47,25,7,6,13,141,38,39,13,Bauru,59,5,19,24,6,33,17,5,1,13,60,42,23,8
2021/2022,1º TURNO,BRB/Brasília,82,9,16,25,23,52,15,8,4,22,95,38,34,28,Fortaleza B. C.,75,9,19,28,10,43,16,3,1,21,74,39,33,15
2021/2022,1º TURNO,123 Minas,91,12,19,31,17,32,26,9,2,15,115,34,25,20,Pinheiros,84,11,21,32,9,39,26,7,4,18,101,39,35,12
2021/2022,1º TURNO,Corinthians,104,15,22,37,15,40,28,10,3,24,142,32,37,19,Caxias do Sul Basquete,60,0,23,23,14,31,6,3,1,14,42,44,12,23
2021/2022,1º TURNO,Mogi,68,11,15,26,5,45,22,8,6,18,86,29,31,9,Pato Basquete,72,12,13,25,10,36,14,15,3,16,74,40,30,16
2021/2022,1º TURNO,BRB/Brasília,60,7,17,24,5,39,11,5,2,13,57,39,25,9,UNIFACISA,79,11,20,31,6,43,16,12,1,18,100,42,29,8
2021/2022,1º TURNO,123 Minas,76,12,15,27,10,45,20,8,2,10,94,27,39,17,Bauru,64,10,16,26,2,39,18,7,2,17,74,31,37,4
2021/2022,1º TURNO,Bauru,97,15,17,32,18,30,25,13,2,31,109,32,41,26,Paulistano,98,7,24,31,29,43,17,8,2,27,115,38,19,38
2021/2022,1º TURNO,Sesi Franca,92,14,16,30,18,40,12,6,4,21,103,35,32,23,São Paulo,87,11,15,26,24,34,11,6,4,25,97,27,31,28
2021/2022,1º TURNO,Pinheiros,67,6,20,26,9,45,14,2,3,13,66,44,25,20,Corinthians,65,9,13,22,12,45,13,6,2,22,73,27,35,16
2021/2022,1º TURNO,Fortaleza B. C.,64,6,18,24,10,30,10,7,0,20,48,40,31,13,Sesi Franca,110,13,27,40,17,49,24,8,6,16,151,37,31,22
2021/2022,1º TURNO,São Paulo,91,15,16,31,14,31,25,7,2,22,108,27,36,21,123 Minas,87,12,19,31,13,40,11,5,1,19,91,31,33,21
2021/2022,1º TURNO,Caxias do Sul Basquete,73,10,18,28,7,34,18,9,3,20,84,36,27,9,Mogi,78,11,17,28,11,39,10,11,1,17,79,41,23,18
2021/2022,1º TURNO,UNIFACISA,81,14,15,29,9,35,11,8,0,23,81,28,39,12,Sesi Franca,85,12,18,30,13,41,7,4,3,14,90,26,35,17
2021/2022,1º TURNO,Cerrado Basquete,75,5,27,32,6,32,17,13,2,19,84,45,27,9,Flamengo,91,15,17,32,12,50,22,5,3,11,105,34,37,21
2021/2022,1º TURNO,Luvix/União Corinthians,74,6,20,26,16,41,9,10,2,27,81,36,24,21,Pato Basquete,68,7,14,21,19,34,8,9,2,25,56,32,22,33
2021/2022,1º TURNO,Luvix/União Corinthians,92,7,28,35,15,37,22,10,1,22,110,47,26,23,Mogi,80,11,18,29,11,36,14,3,1,20,79,26,31,19
2021/2022,1º TURNO,Bauru,77,11,16,27,12,32,18,8,4,15,94,34,24,15,Corinthians,71,10,17,27,7,34,17,6,5,22,82,34,25,12
2021/2022,1º TURNO,Mogi,76,9,21,30,7,37,17,5,2,16,87,36,29,10,Bauru,79,11,20,31,6,34,19,7,0,18,91,33,34,9
2021/2022,1º TURNO,Caxias do Sul Basquete,80,6,25,31,12,38,23,8,7,23,105,37,23,19,Pato Basquete,67,5,19,24,14,42,9,8,1,20,66,46,22,18
2021/2022,1º TURNO,Paulistano,60,10,10,20,10,42,15,5,3,19,60,34,35,13,São Paulo,75,9,17,26,14,47,20,9,4,16,104,33,32,16
2021/2022,1º TURNO,Mogi,65,5,19,24,12,34,19,10,1,18,76,36,22,17,Pinheiros,82,9,20,29,15,37,12,5,2,16,89,38,21,22
2021/2022,1º TURNO,Sesi Franca,87,12,18,30,15,38,17,9,4,20,104,40,29,16,BRB/Brasília,79,7,23,30,12,36,12,7,4,20,85,45,19,17
2021/2022,1º TURNO,Corinthians,78,9,19,28,13,41,17,7,0,17,88,36,36,13,São Paulo,83,10,21,31,11,28,21,3,1,18,96,32,28,12
2021/2022,1º TURNO,Flamengo,91,13,22,35,8,47,28,4,2,19,120,37,35,11,Fortaleza B. C.,74,7,22,29,9,38,24,7,3,15,86,48,22,18
2021/2022,1º TURNO,123 Minas,71,4,21,25,17,41,13,5,1,19,72,37,26,26,UNIFACISA,68,3,21,24,17,37,15,6,2,26,76,37,20,23
2021/2022,1º TURNO,Flamengo,89,14,14,28,19,31,17,4,1,15,102,18,30,25,UNIFACISA,70,6,21,27,10,27,10,6,0,24,65,37,25,13
2021/2022,1º TURNO,123 Minas,101,14,22,36,15,39,21,9,0,18,120,36,37,16,Fortaleza B. C.,74,5,20,25,19,35,16,5,2,22,76,36,25,22
2021/2022,1º TURNO,Sesi Franca,96,11,28,39,7,54,16,8,5,7,124,41,32,7,Cerrado Basquete,61,9,16,25,2,26,13,10,2,9,46,35,39,3
2021/2022,1º TURNO,Rio Claro,80,12,13,25,18,35,16,11,0,27,85,26,34,28,BRB/Brasília,58,4,12,16,22,39,8,7,0,24,47,27,23,30
2021/2022,1º TURNO,Pato Basquete,87,12,19,31,13,44,18,6,0,19,110,34,24,19,Bauru,53,6,13,19,9,27,10,8,2,19,41,31,22,19
2021/2022,1º TURNO,Caxias do Sul Basquete,89,13,21,34,8,39,23,9,3,20,114,36,26,15,Luvix/União Corinthians,72,7,19,26,13,35,17,12,4,17,79,42,22,21
2021/2022,1º TURNO,Rio Claro,93,8,28,36,13,36,16,5,3,19,114,41,26,14,Cerrado Basquete,75,10,16,26,13,36,11,6,3,21,79,33,30,17
2021/2022,1º TURNO,São Paulo,89,14,17,31,13,28,25,10,2,12,107,29,36,17,Mogi,72,8,21,29,6,40,18,4,2,20,79,32,31,8
2021/2022,1º TURNO,Pato Basquete,81,15,15,30,6,43,13,8,3,20,93,34,32,9,Pinheiros,69,7,17,24,14,33,7,10,1,12,62,33,26,21
2021/2022,1º TURNO,UNIFACISA,99,16,17,33,17,36,13,8,3,17,112,37,28,23,Corinthians,87,14,16,30,13,35,15,5,0,19,94,35,32,14
2021/2022,1º TURNO,Pinheiros,83,12,19,31,9,46,16,5,4,22,90,42,30,17,Paulistano,73,6,20,26,15,42,14,8,4,19,83,44,25,17
2021/2022,1º TURNO,UNIFACISA,72,4,21,25,18,33,11,11,0,17,70,42,25,21,Paulistano,87,15,19,34,4,39,18,5,2,20,103,32,28,6
2021/2022,1º TURNO,BRB/Brasília,72,4,22,26,16,35,11,7,2,21,69,41,17,26,Cerrado Basquete,82,13,17,30,9,41,23,5,4,25,97,36,33,14
2020/2021,FINAL,São Paulo,85,10,22,32,11,38,19,1,3,16,100,36,29,14,Flamengo,93,14,19,33,13,34,22,6,1,17,115,34,37,13
2020/2021,FINAL,São Paulo,81,5,24,29,18,38,15,4,3,15,91,44,19,24,Flamengo,82,15,14,29,9,40,16,4,1,25,87,29,41,13
2020/2021,FINAL,Flamengo,96,16,19,35,10,43,19,3,3,16,113,29,48,13,São Paulo,93,13,21,34,12,38,18,2,2,14,106,40,32,14
2020/2021,SEMI,São Paulo,80,12,16,28,12,36,18,5,1,19,92,32,34,16,Minas,79,12,14,26,15,31,17,2,0,21,88,27,29,18
2020/2021,SEMI,Paulistano,58,6,18,24,4,49,12,4,3,18,62,51,31,4,Flamengo,69,5,21,26,12,54,23,4,2,12,95,35,37,14
2020/2021,SEMI,Paulistano,75,7,21,28,12,36,17,8,3,25,84,48,21,15,Flamengo,81,5,24,29,18,42,13,6,0,20,88,40,24,24
2020/2021,SEMI,São Paulo,90,13,17,30,17,36,14,6,4,19,101,31,34,24,Minas,85,11,20,31,12,33,14,3,1,25,97,32,31,12
2020/2021,SEMI,Flamengo,92,11,21,32,17,45,21,6,2,24,113,37,29,27,Paulistano,69,7,15,22,18,39,11,4,0,25,62,39,26,25
2020/2021,QUARTAS,Minas,93,16,15,31,15,41,20,4,0,23,116,21,33,18,Sesi Franca,68,4,23,27,10,25,19,8,1,21,66,43,23,17
2020/2021,SEMI,Minas,70,3,24,27,13,31,17,5,1,12,71,38,24,19,São Paulo,88,18,15,33,4,43,18,6,5,17,106,25,45,6
2021/2022,1º TURNO,Fortaleza B. C.,78,7,26,33,5,39,8,3,1,20,82,41,26,9,Corinthians,66,8,16,24,10,40,7,3,0,12,62,27,31,22
2021/2022,1º TURNO,Pinheiros,88,12,20,32,12,47,13,8,3,13,100,41,29,17,Luvix/União Corinthians,66,8,16,24,10,30,14,5,1,15,60,35,27,12
2021/2022,1º TURNO,Bauru,89,9,23,32,16,30,22,6,0,21,104,32,25,20,Caxias do Sul Basquete,81,10,18,28,15,26,16,5,3,24,83,30,30,19
2021/2022,1º TURNO,BRB/Brasília,77,9,20,29,10,40,14,2,0,17,82,32,29,17,123 Minas,82,11,18,29,13,36,14,8,2,18,93,32,34,17
2021/2022,1º TURNO,Fortaleza B. C.,72,7,20,27,11,53,10,2,6,21,75,46,21,19,Paulistano,69,5,20,25,14,50,12,10,3,19,68,51,30,22
2021/2022,1º TURNO,Pinheiros,75,8,17,25,17,47,17,7,5,19,88,33,29,24,Caxias do Sul Basquete,79,11,14,25,18,33,16,10,3,20,92,39,27,18
2021/2022,1º TURNO,Cerrado Basquete,74,9,21,30,5,33,19,3,3,14,79,40,31,9,123 Minas,90,11,24,35,9,43,17,5,4,16,113,43,23,14
2021/2022,1º TURNO,Sesi Franca,86,10,17,27,22,45,17,2,2,17,99,31,31,24,Rio Claro,76,7,19,26,17,32,17,8,1,24,81,37,30,19
2021/2022,1º TURNO,Bauru,92,12,20,32,16,41,20,10,5,15,118,35,30,22,Luvix/União Corinthians,67,6,19,25,11,34,17,8,1,16,71,35,28,15
2021/2022,1º TURNO,BRB/Brasília,60,6,16,22,10,41,9,4,3,11,59,41,20,18,Flamengo,69,11,16,27,4,42,17,6,4,17,86,27,42,5
2021/2022,1º TURNO,Minas,89,12,21,33,11,33,20,11,5,15,116,30,29,15,Rio Claro,61,4,21,25,7,34,17,6,3,21,62,40,22,13
2021/2022,1º TURNO,Caxias do Sul Basquete,69,6,20,26,11,34,16,12,0,21,76,36,35,13,São Paulo,79,7,22,29,14,36,16,7,3,17,97,31,19,22
2020/2021,QUARTAS,Paulistano,78,8,19,27,16,36,17,7,2,18,93,46,22,18,Bauru,65,5,18,23,14,42,11,2,0,20,68,37,25,15
2020/2021,QUARTAS,Minas,72,11,14,25,11,43,15,4,5,21,77,29,31,17,Sesi Franca,82,13,17,30,9,33,23,11,2,18,100,38,28,14
2020/2021,QUARTAS,São Paulo,79,9,19,28,14,49,14,8,4,14,101,38,30,15,Corinthians,68,11,16,27,3,32,15,2,1,18,66,35,33,4
2020/2021,QUARTAS,Flamengo,77,11,19,30,6,38,17,9,1,11,90,37,29,8,Mogi,67,7,20,27,6,46,14,8,4,19,76,43,29,7
2020/2021,QUARTAS,Sesi Franca,85,10,19,29,17,33,20,11,2,23,94,36,28,24,Minas,91,11,22,33,14,33,20,10,2,21,103,41,18,23
2020/2021,QUARTAS,Paulistano,77,10,18,28,11,36,14,4,1,19,79,35,32,18,Bauru,87,10,23,33,11,35,22,6,3,18,118,36,24,11
2020/2021,QUARTAS,Corinthians,71,10,17,27,7,35,14,8,1,21,68,38,35,10,São Paulo,78,9,17,26,17,45,17,7,2,14,92,30,30,22
2020/2021,QUARTAS,Bauru,66,7,15,22,15,35,15,4,0,18,70,32,21,19,Paulistano,78,12,18,30,6,38,14,8,2,19,89,36,28,15
2020/2021,OITAVAS,Mogi,94,8,23,31,24,41,24,6,2,20,122,36,24,28,UNIFACISA,85,16,12,28,13,41,17,7,0,27,86,41,38,17
2020/2021,QUARTAS,Mogi,79,8,23,31,9,39,26,3,2,25,92,46,21,13,Flamengo,109,21,13,34,20,38,24,12,3,12,134,24,45,27
2021/2022,1º TURNO,Luvix/União Corinthians,71,8,16,24,15,44,7,8,5,17,71,28,29,22,São Paulo,66,7,17,24,11,35,11,14,3,20,63,38,28,17
2020/2021,OITAVAS,Sesi Franca,82,6,24,30,16,53,19,6,1,20,104,39,29,24,Fortaleza B. C.,58,8,9,17,16,37,6,5,0,25,40,30,35,23
2020/2021,OITAVAS,Corinthians,89,10,18,28,23,39,25,11,3,20,108,39,32,29,Pato Basquete,84,5,27,32,15,50,23,7,3,26,100,53,22,23
2021/2022,1º TURNO,Pato Basquete,69,10,15,25,9,26,13,8,1,17,66,23,28,19,UNIFACISA,80,11,20,31,7,34,23,9,0,20,97,31,33,10
2021/2022,1º TURNO,Flamengo,65,9,16,25,6,39,13,3,0,18,60,32,37,14,Sesi Franca,80,9,19,28,15,43,17,5,1,17,99,32,32,19
2021/2022,1º TURNO,Paulistano,75,7,20,27,14,41,16,9,1,23,74,49,29,20,BRB/Brasília,77,5,21,26,20,45,17,4,5,24,93,37,23,23
2021/2022,1º TURNO,Mogi,86,10,16,26,24,41,21,9,5,21,107,36,24,31,Fortaleza B. C.,79,9,16,25,20,31,16,7,2,25,83,30,30,25
2021/2022,1º TURNO,Corinthians,79,10,20,30,9,35,15,4,2,19,83,33,36,10,Cerrado Basquete,89,10,21,31,17,45,24,6,3,17,114,50,22,18
2021/2022,1º TURNO,Minas,75,9,19,28,10,30,17,11,2,19,78,35,30,18,Sesi Franca,96,15,22,37,7,38,20,4,2,18,114,29,33,12
2021/2022,1º TURNO,Bauru,73,11,16,27,8,41,23,8,3,17,94,27,34,11,Pinheiros,68,8,16,24,12,38,13,11,5,17,79,36,29,15
2021/2022,1º TURNO,Flamengo,91,12,17,29,21,45,22,8,3,20,117,27,33,27,Rio Claro,66,5,19,24,13,34,18,8,1,27,62,41,29,19
2020/2021,OITAVAS,Bauru,74,11,17,28,7,23,18,5,3,23,79,31,28,11,KTO/Caxias do Sul,73,5,22,27,14,33,17,3,0,18,85,39,12,19
2020/2021,OITAVAS,Mogi,84,2,30,32,18,33,20,4,5,27,95,46,20,22,UNIFACISA,95,9,24,33,20,42,19,9,0,24,106,49,23,26
2020/2021,OITAVAS,Pato Basquete,61,9,14,23,6,32,11,7,0,23,53,34,26,10,Corinthians,90,12,19,31,16,44,19,7,2,18,109,36,29,23
2020/2021,OITAVAS,Fortaleza B. C.,64,12,9,21,10,28,12,7,3,16,60,24,31,13,Sesi Franca,82,10,21,31,10,35,20,10,2,14,107,37,21,12
2020/2021,OITAVAS,UNIFACISA,70,7,21,28,7,44,18,6,3,16,77,42,23,15,Mogi,77,10,19,29,9,34,20,12,3,17,93,36,32,12
2020/2021,OITAVAS,KTO/Caxias do Sul,65,4,21,25,11,36,13,10,1,19,66,42,19,16,Bauru,75,10,17,27,11,28,20,8,2,22,84,25,24,16
2020/2021,2º TURNO,Fortaleza B. C.,92,13,18,31,17,50,19,12,3,20,100,40,43,23,Paulistano,97,11,25,36,14,58,27,10,5,20,122,44,41,24
2020/2021,2º TURNO,Bauru,81,8,23,31,11,50,17,8,7,15,106,39,24,15,Cerrado Basquete,69,11,15,26,6,37,15,11,2,14,65,44,34,12
2021/2022,1º TURNO,Corinthians,73,11,12,23,16,39,15,4,3,17,80,25,43,18,BRB/Brasília,64,4,23,27,6,41,18,3,5,16,74,43,18,17
2021/2022,1º TURNO,Paulistano,85,9,24,33,10,39,17,2,4,16,93,47,26,14,Cerrado Basquete,84,7,26,33,11,45,17,7,5,16,103,50,23,15
2021/2022,1º TURNO,Mogi,75,7,18,25,18,34,18,8,1,17,84,31,32,20,UNIFACISA,85,12,20,32,9,39,16,10,0,18,98,32,36,13
2021/2022,1º TURNO,Pato Basquete,66,9,15,24,9,37,8,9,3,18,61,38,29,13,Fortaleza B. C.,63,4,19,23,13,37,8,7,0,17,59,34,16,20
2021/2022,1º TURNO,Cerrado Basquete,74,6,20,26,16,36,16,10,2,18,74,38,32,27,Mogi,86,10,23,33,10,42,20,5,4,21,112,38,24,11
2021/2022,1º TURNO,BRB/Brasília,53,3,19,22,6,42,11,2,2,16,52,34,27,10,Pato Basquete,70,9,18,27,7,39,15,6,1,17,76,40,28,12
2021/2022,1º TURNO,Sesi Franca,82,10,21,31,10,36,13,3,2,18,88,35,25,17,Paulistano,78,10,18,28,12,33,9,9,3,20,85,36,31,14
2021/2022,1º TURNO,Rio Claro,63,3,22,25,10,27,17,10,0,16,70,41,17,15,Corinthians,75,12,12,24,15,37,15,5,1,14,86,22,29,17
2021/2022,1º TURNO,Flamengo,99,16,23,39,5,42,21,4,1,10,129,37,26,7,Minas,63,5,21,26,6,26,12,7,3,9,60,41,26,9
2021/2022,1º TURNO,Cerrado Basquete,85,8,22,30,17,60,13,8,2,25,91,48,33,26,Pato Basquete,86,8,23,31,16,53,12,13,3,22,88,62,25,28
2020/2021,2º TURNO,Cerrado Basquete,67,8,20,28,3,32,15,10,3,16,71,37,36,6,Paulistano,75,6,24,30,9,48,19,3,0,13,89,37,26,14
2020/2021,2º TURNO,Pinheiros,84,8,23,31,14,30,19,12,3,23,96,38,24,19,VipTech CMB,75,9,17,26,14,40,17,8,1,21,74,31,30,26
2020/2021,2º TURNO,Fortaleza B. C.,83,6,24,30,17,42,14,10,0,21,88,44,26,24,VipTech CMB,84,11,19,30,13,34,11,5,3,25,81,32,28,22
2021/2022,1º TURNO,BRB/Brasília,78,11,9,20,27,47,14,2,2,18,74,28,32,44,Mogi,73,8,16,24,17,49,12,7,4,30,80,37,37,22
2020/2021,2º TURNO,Bauru,82,9,21,30,13,28,22,7,0,17,91,29,23,23,Mogi,91,18,15,33,7,35,25,5,1,22,103,27,42,11
2020/2021,2º TURNO,UNIFACISA,99,12,23,35,17,35,17,12,5,22,115,36,22,24,Pato Basquete,80,6,24,30,14,33,14,6,2,25,66,41,22,24
2021/2022,1º TURNO,Sesi Franca,86,6,26,32,16,35,18,7,4,11,106,42,17,17,Corinthians,62,8,16,24,6,30,11,8,5,18,59,31,32,7
2020/2021,2º TURNO,Cerrado Basquete,63,6,17,23,11,41,13,6,0,15,68,40,25,13,Pinheiros,71,7,20,27,10,44,20,7,4,14,89,41,27,16
2020/2021,2º TURNO,VipTech CMB,74,9,17,26,13,36,12,4,1,21,71,36,29,17,Corinthians,86,11,20,31,13,37,17,7,2,18,101,34,28,18
2020/2021,2º TURNO,UNIFACISA,72,10,16,26,10,32,16,4,4,22,71,42,26,14,Bauru,88,7,28,35,11,53,23,8,3,19,114,46,23,22
2020/2021,2º TURNO,Mogi,97,12,25,37,11,47,26,8,2,20,131,36,39,14,BRB/Brasília,77,14,11,25,13,33,15,5,1,16,76,26,36,19
2020/2021,2º TURNO,Flamengo,88,12,17,29,18,49,14,10,2,9,106,39,28,22,Cerrado Basquete,57,4,21,25,3,41,13,6,4,18,56,45,29,5
2021/2022,1º TURNO,Fortaleza B. C.,77,6,24,30,11,43,18,6,2,18,91,51,16,18,Luvix/União Corinthians,76,9,20,29,9,39,15,8,2,17,83,41,32,13
2021/2022,1º TURNO,UNIFACISA,53,7,12,19,8,47,11,3,1,16,45,36,35,11,Caxias do Sul Basquete,70,8,18,26,10,40,14,9,3,15,91,38,20,12
2021/2022,1º TURNO,São Paulo,86,11,24,35,5,34,23,7,3,20,110,35,28,7,Pinheiros,70,9,13,22,17,39,15,6,2,13,71,38,27,22
2021/2022,1º TURNO,Rio Claro,85,10,23,33,9,32,22,6,2,21,104,41,19,13,Paulistano,79,14,14,28,9,31,17,6,4,20,87,25,35,12
2021/2022,1º TURNO,UNIFACISA,104,12,27,39,14,37,27,5,2,18,129,42,31,20,Luvix/União Corinthians,99,16,18,34,15,40,21,4,2,15,112,36,37,19
2021/2022,1º TURNO,Fortaleza B. C.,94,12,19,31,20,35,18,4,3,17,105,40,21,28,Caxias do Sul Basquete,85,10,22,32,11,33,18,6,3,23,95,42,22,16
2021/2022,1º TURNO,Pato Basquete,72,10,17,27,8,36,13,2,2,21,69,32,25,17,Rio Claro,77,9,19,28,12,35,12,7,1,20,85,39,21,16
2021/2022,1º TURNO,Paulistano,67,8,17,25,9,31,15,7,1,18,63,39,27,13,Minas,96,14,23,37,8,44,16,10,1,15,119,39,30,9
